timestamp,value
2023-05-16T19:01:55Z,31.5
2023-05-16T19:02:16Z,30.7
2023-05-16T19:02:37Z,31.0
2023-05-16T19:02:57Z,31.5
2023-05-16T19:03:17Z,31.0
2023-05-16T19:03:38Z,30.1
2023-05-16T19:03:58Z,30.5
2023-05-16T19:04:22Z,31.7
2023-05-16T19:04:44Z,31.5
2023-05-16T19:05:06Z,30.5
2023-05-16T19:05:28Z,31.7
2023-05-16T19:05:50Z,31.0
2023-05-16T19:06:12Z,30.5
2023-05-16T19:06:33Z,30.3
2023-05-16T19:06:53Z,29.1
2023-05-16T19:07:13Z,30.3
2023-05-16T19:07:35Z,30.3
2023-05-16T19:07:59Z,28.7
2023-05-16T19:08:22Z,29.9
2023-05-16T19:08:45Z,29.4
2023-05-16T19:09:07Z,30.3
2023-05-16T19:09:30Z,30.2
2023-05-16T19:09:50Z,30.3
2023-05-16T19:10:10Z,28.7
2023-05-16T19:10:31Z,30.1
2023-05-16T19:10:51Z,28.7
2023-05-16T19:11:12Z,31.0
2023-05-16T19:11:32Z,29.4
2023-05-16T19:11:55Z,30.2
2023-05-16T19:12:18Z,30.4
2023-05-16T19:12:40Z,31.0
2023-05-16T19:13:01Z,30.0
2023-05-16T19:13:22Z,30.7
2023-05-16T19:13:42Z,30.0
2023-05-16T19:14:02Z,30.0
2023-05-16T19:14:22Z,30.1
2023-05-16T19:14:42Z,30.4
2023-05-16T19:15:02Z,30.0
2023-05-16T19:15:23Z,30.2
2023-05-16T19:15:43Z,28.7
2023-05-16T19:16:04Z,28.9
2023-05-16T19:16:24Z,29.0
2023-05-16T19:16:45Z,28.9
2023-05-16T19:17:05Z,30.0
2023-05-16T19:17:26Z,29.7
2023-05-16T19:17:46Z,30.3
2023-05-16T19:18:06Z,30.0
2023-05-16T19:18:26Z,28.9
2023-05-16T19:18:46Z,29.7
2023-05-16T19:19:06Z,28.7
2023-05-16T19:19:27Z,28.9
2023-05-16T19:19:47Z,30.5
2023-05-16T19:20:08Z,31.0
2023-05-16T19:20:29Z,28.5
2023-05-16T19:20:49Z,30.5
2023-05-16T19:21:09Z,30.5
2023-05-16T19:21:29Z,31.0
2023-05-16T19:21:50Z,31.0
2023-05-16T19:22:10Z,31.0
2023-05-16T19:22:30Z,28.5
2023-05-16T19:22:53Z,30.4
2023-05-16T19:23:17Z,30.9
2023-05-16T19:23:38Z,30.4
2023-05-16T19:24:01Z,29.9
2023-05-16T19:24:24Z,30.1
2023-05-16T19:24:46Z,30.9
2023-05-16T19:25:06Z,31.0
2023-05-16T19:25:26Z,30.9
2023-05-16T19:25:47Z,31.4
2023-05-16T19:26:07Z,29.6
2023-05-16T19:26:28Z,30.5
2023-05-16T19:26:48Z,31.4
2023-05-16T19:27:08Z,29.6
2023-05-16T19:27:28Z,30.1
2023-05-16T19:27:49Z,29.6
2023-05-16T19:28:12Z,29.8
2023-05-16T19:28:34Z,29.5
2023-05-16T19:28:57Z,29.8
2023-05-16T19:29:20Z,30.0
2023-05-16T19:29:43Z,30.5
2023-05-16T19:30:05Z,30.8
2023-05-16T19:30:27Z,29.8
2023-05-16T19:30:50Z,29.8
2023-05-16T19:31:12Z,29.8
2023-05-16T19:31:32Z,29.8
2023-05-16T19:31:52Z,29.8
2023-05-16T19:32:12Z,30.0
2023-05-16T19:32:32Z,29.8
2023-05-16T19:32:53Z,27.0
2023-05-16T19:33:13Z,27.0
2023-05-16T19:33:33Z,29.5
2023-05-16T19:33:54Z,29.6
2023-05-16T19:34:15Z,29.2
2023-05-16T19:34:35Z,27.0
2023-05-16T19:34:55Z,27.0
2023-05-16T19:35:15Z,28.9
2023-05-16T19:35:35Z,29.2
2023-05-16T19:35:55Z,29.5
2023-05-16T19:36:15Z,29.5
2023-05-16T19:36:35Z,29.5
2023-05-16T19:36:59Z,28.9
2023-05-16T19:37:22Z,29.2
2023-05-16T19:37:44Z,29.4
2023-05-16T19:38:04Z,28.9
2023-05-16T19:38:24Z,29.2
2023-05-16T19:38:44Z,28.9
2023-05-16T19:39:04Z,28.9
2023-05-16T19:39:24Z,28.6
2023-05-16T19:39:44Z,29.3
2023-05-16T19:40:05Z,29.6
2023-05-16T19:40:25Z,28.6
2023-05-16T19:40:45Z,28.6
2023-05-16T19:41:05Z,28.6
2023-05-16T19:41:25Z,28.6
2023-05-16T19:41:47Z,29.3
2023-05-16T19:42:10Z,28.6
2023-05-16T19:42:36Z,28.8
2023-05-16T19:43:00Z,29.3
2023-05-16T19:43:26Z,28.6
2023-05-16T19:43:48Z,28.1
2023-05-16T19:44:13Z,28.4
2023-05-16T19:44:37Z,28.6
2023-05-16T19:45:02Z,28.5
2023-05-16T19:45:26Z,28.5
2023-05-16T19:45:46Z,28.4
2023-05-16T19:46:06Z,28.8
2023-05-16T19:46:25Z,29.2
2023-05-16T19:46:46Z,28.6
2023-05-16T19:47:06Z,26.9
2023-05-16T19:47:26Z,28.3
2023-05-16T19:47:46Z,28.7
2023-05-16T19:48:07Z,28.5
2023-05-16T19:48:27Z,28.5
2023-05-16T19:48:51Z,28.5
2023-05-16T19:49:16Z,28.4
2023-05-16T19:49:39Z,28.4
2023-05-16T19:50:04Z,28.6
2023-05-16T19:50:28Z,28.7
2023-05-16T19:50:50Z,28.7
2023-05-16T19:51:13Z,28.4
2023-05-16T19:51:36Z,28.8
2023-05-16T19:51:56Z,29.1
2023-05-16T19:52:16Z,28.4
2023-05-16T19:52:36Z,29.5
2023-05-16T19:52:59Z,29.5
2023-05-16T19:53:21Z,28.8
2023-05-16T19:53:41Z,28.8
2023-05-16T19:54:02Z,29.1
2023-05-16T19:54:22Z,29.5
2023-05-16T19:54:42Z,29.5
2023-05-16T19:55:01Z,28.8
2023-05-16T19:55:22Z,29.1
2023-05-16T19:55:42Z,29.2
2023-05-16T19:56:03Z,29.2
2023-05-16T19:56:23Z,29.1
2023-05-16T19:56:43Z,29.2
2023-05-16T19:57:03Z,28.1
2023-05-16T19:57:25Z,29.2
2023-05-16T19:57:49Z,28.5
2023-05-16T19:58:13Z,28.1
2023-05-16T19:58:37Z,29.9
2023-05-16T19:59:02Z,29.2
2023-05-16T19:59:28Z,29.4
2023-05-16T19:59:49Z,28.5
2023-05-16T20:00:09Z,28.5
2023-05-16T20:00:29Z,28.8
2023-05-16T20:00:49Z,28.8
2023-05-16T20:01:10Z,28.8
2023-05-16T20:01:30Z,28.8
2023-05-16T20:01:50Z,29.9
2023-05-16T20:02:10Z,28.8
2023-05-16T20:02:30Z,29.2
2023-05-16T20:02:51Z,28.9
2023-05-16T20:03:11Z,30.1
2023-05-16T20:03:31Z,28.9
2023-05-16T20:03:51Z,28.8
2023-05-16T20:04:11Z,28.8
2023-05-16T20:04:31Z,28.9
2023-05-16T20:04:51Z,28.9
2023-05-16T20:05:12Z,30.6
2023-05-16T20:05:32Z,30.6
2023-05-16T20:05:52Z,28.6
2023-05-16T20:06:14Z,29.7
2023-05-16T20:06:35Z,28.9
2023-05-16T20:06:56Z,30.7
2023-05-16T20:07:18Z,29.5
2023-05-16T20:07:39Z,29.5
2023-05-16T20:08:01Z,29.5
2023-05-16T20:08:22Z,29.5
2023-05-16T20:08:43Z,28.6
2023-05-16T20:09:04Z,29.5
2023-05-16T20:09:25Z,29.9
2023-05-16T20:09:47Z,28.1
2023-05-16T20:10:14Z,28.3
2023-05-16T20:10:41Z,27.4
2023-05-16T20:11:06Z,29.9
2023-05-16T20:11:27Z,30.3
2023-05-16T20:11:48Z,30.3
2023-05-16T20:12:13Z,28.8
2023-05-16T20:12:38Z,28.8
2023-05-16T20:13:01Z,30.3
2023-05-16T20:13:22Z,28.8
2023-05-16T20:13:43Z,29.8
2023-05-16T20:14:04Z,30.3
2023-05-16T20:14:25Z,28.8
2023-05-16T20:14:45Z,28.8
2023-05-16T20:15:07Z,29.0
2023-05-16T20:15:28Z,29.2
2023-05-16T20:15:49Z,29.2
2023-05-16T20:16:10Z,30.1
2023-05-16T20:16:31Z,29.7
2023-05-16T20:16:52Z,29.7
2023-05-16T20:17:12Z,29.7
2023-05-16T20:17:33Z,29.8
2023-05-16T20:17:56Z,28.0
2023-05-16T20:18:19Z,27.8
2023-05-16T20:18:43Z,30.1
2023-05-16T20:19:03Z,27.8
2023-05-16T20:19:24Z,28.6
2023-05-16T20:19:45Z,29.2
2023-05-16T20:20:05Z,27.8
2023-05-16T20:20:26Z,27.8
2023-05-16T20:20:46Z,28.0
2023-05-16T20:21:08Z,28.5
2023-05-16T20:21:29Z,28.6
2023-05-16T20:21:50Z,28.3
2023-05-16T20:22:11Z,29.4
2023-05-16T20:22:32Z,28.3
2023-05-16T20:22:53Z,28.6
2023-05-16T20:23:13Z,28.3
2023-05-16T20:23:34Z,29.4
2023-05-16T20:23:54Z,28.6
2023-05-16T20:24:15Z,28.6
2023-05-16T20:24:36Z,30.0
2023-05-16T20:25:00Z,29.2
2023-05-16T20:25:23Z,28.6
2023-05-16T20:25:48Z,29.2
2023-05-16T20:26:09Z,30.8
2023-05-16T20:26:30Z,29.2
2023-05-16T20:26:50Z,29.2
2023-05-16T20:27:11Z,29.2
2023-05-16T20:27:31Z,30.0
2023-05-16T20:27:52Z,30.8
2023-05-16T20:28:13Z,29.2
2023-05-16T20:28:34Z,31.4
2023-05-16T20:28:56Z,32.2
2023-05-16T20:29:17Z,33.0
2023-05-16T20:29:38Z,32.7
2023-05-16T20:30:02Z,32.9
2023-05-16T20:30:25Z,32.9
2023-05-16T20:30:48Z,32.9
2023-05-16T20:31:12Z,31.4
2023-05-16T20:31:36Z,32.7
2023-05-16T20:32:00Z,32.2
2023-05-16T20:32:24Z,32.7
2023-05-16T20:32:44Z,32.7
2023-05-16T20:33:05Z,34.1
2023-05-16T20:33:27Z,35.8
2023-05-16T20:33:48Z,35.0
2023-05-16T20:34:10Z,34.4
2023-05-16T20:34:30Z,32.9
2023-05-16T20:34:50Z,34.4
2023-05-16T20:35:12Z,34.9
2023-05-16T20:35:33Z,33.2
2023-05-16T20:35:54Z,32.9
2023-05-16T20:36:14Z,33.5
2023-05-16T20:36:35Z,33.5
2023-05-16T20:36:58Z,36.3
2023-05-16T20:37:21Z,33.7
2023-05-16T20:37:45Z,33.7
2023-05-16T20:38:06Z,35.4
2023-05-16T20:38:27Z,36.3
2023-05-16T20:38:48Z,34.9
2023-05-16T20:39:09Z,36.3
2023-05-16T20:39:30Z,34.4
2023-05-16T20:39:51Z,34.0
2023-05-16T20:40:12Z,33.9
2023-05-16T20:40:33Z,34.5
2023-05-16T20:40:54Z,34.4
2023-05-16T20:41:15Z,33.9
2023-05-16T20:41:35Z,34.0
2023-05-16T20:41:56Z,33.1
2023-05-16T20:42:20Z,34.0
2023-05-16T20:42:43Z,33.9
2023-05-16T20:43:07Z,32.9
2023-05-16T20:43:30Z,33.1
2023-05-16T20:43:54Z,32.9
2023-05-16T20:44:17Z,33.1
2023-05-16T20:44:40Z,32.4
2023-05-16T20:45:04Z,32.1
2023-05-16T20:45:27Z,32.9
2023-05-16T20:45:49Z,32.9
2023-05-16T20:46:13Z,32.4
2023-05-16T20:46:37Z,32.4
2023-05-16T20:46:59Z,32.4
2023-05-16T20:47:23Z,31.2
2023-05-16T20:47:47Z,30.4
2023-05-16T20:48:09Z,29.9
2023-05-16T20:48:31Z,31.2
2023-05-16T20:48:52Z,31.7
2023-05-16T20:49:13Z,29.9
2023-05-16T20:49:35Z,32.0
2023-05-16T20:49:56Z,30.7
2023-05-16T20:50:16Z,32.4
2023-05-16T20:50:37Z,30.4
2023-05-16T20:51:00Z,30.5
2023-05-16T20:51:23Z,30.5
2023-05-16T20:51:46Z,30.9
2023-05-16T20:52:09Z,32.0
2023-05-16T20:52:33Z,29.1
2023-05-16T20:52:56Z,30.9
2023-05-16T20:53:20Z,32.0
2023-05-16T20:53:44Z,31.6
2023-05-16T20:54:06Z,29.5
2023-05-16T20:54:27Z,29.5
2023-05-16T20:54:48Z,31.6
2023-05-16T20:55:09Z,29.6
2023-05-16T20:55:30Z,29.4
2023-05-16T20:55:50Z,29.6
2023-05-16T20:56:14Z,29.5
2023-05-16T20:56:38Z,29.5
2023-05-16T20:57:02Z,29.4
2023-05-16T20:57:26Z,29.6
2023-05-16T20:57:51Z,28.7
2023-05-16T20:58:15Z,29.6
2023-05-16T20:58:39Z,29.6
2023-05-16T20:59:03Z,29.6
2023-05-16T20:59:27Z,29.5
2023-05-16T20:59:51Z,29.0
2023-05-16T21:00:12Z,31.1
2023-05-16T21:00:33Z,29.8
2023-05-16T21:00:55Z,28.6
2023-05-16T21:01:18Z,28.6
2023-05-16T21:01:42Z,29.7
2023-05-16T21:02:06Z,28.6
2023-05-16T21:02:30Z,28.3
2023-05-16T21:02:51Z,29.0
2023-05-16T21:03:11Z,29.7
2023-05-16T21:03:32Z,28.3
2023-05-16T21:03:55Z,28.3
2023-05-16T21:04:20Z,29.4
2023-05-16T21:04:47Z,29.2
2023-05-16T21:05:12Z,29.2
2023-05-16T21:05:33Z,29.4
2023-05-16T21:05:53Z,29.2
2023-05-16T21:06:15Z,29.6
2023-05-16T21:06:40Z,29.9
2023-05-16T21:07:06Z,29.2
2023-05-16T21:07:29Z,29.2
2023-05-16T21:07:51Z,29.2
2023-05-16T21:08:12Z,29.2
2023-05-16T21:08:32Z,29.2
2023-05-16T21:08:54Z,29.6
2023-05-16T21:09:15Z,29.0
2023-05-16T21:09:36Z,29.5
2023-05-16T21:09:56Z,29.6
2023-05-16T21:10:19Z,29.2
2023-05-16T21:10:43Z,29.6
2023-05-16T21:11:06Z,30.0
2023-05-16T21:11:28Z,29.0
2023-05-16T21:11:51Z,29.6
2023-05-16T21:12:14Z,28.4
2023-05-16T21:12:37Z,29.0
2023-05-16T21:12:58Z,26.4
2023-05-16T21:13:18Z,28.4
2023-05-16T21:13:39Z,29.6
2023-05-16T21:14:00Z,28.4
2023-05-16T21:14:21Z,26.4
2023-05-16T21:14:41Z,28.4
2023-05-16T21:15:02Z,28.4
2023-05-16T21:15:22Z,28.4
2023-05-16T21:15:43Z,28.4
2023-05-16T21:16:04Z,28.5
2023-05-16T21:16:25Z,28.5
2023-05-16T21:16:48Z,28.4
2023-05-16T21:17:13Z,27.8
2023-05-16T21:17:36Z,28.4
2023-05-16T21:17:57Z,27.2
2023-05-16T21:18:18Z,27.8
2023-05-16T21:18:39Z,28.8
2023-05-16T21:19:00Z,28.7
2023-05-16T21:19:22Z,28.4
2023-05-16T21:19:46Z,27.8
2023-05-16T21:20:11Z,27.9
2023-05-16T21:20:35Z,27.9
2023-05-16T21:20:59Z,26.3
2023-05-16T21:21:23Z,26.3
2023-05-16T21:21:47Z,27.4
2023-05-16T21:22:12Z,28.8
2023-05-16T21:22:35Z,28.7
2023-05-16T21:22:59Z,27.6
2023-05-16T21:23:20Z,28.8
2023-05-16T21:23:40Z,27.4
2023-05-16T21:24:01Z,27.4
2023-05-16T21:24:25Z,27.1
2023-05-16T21:24:49Z,26.6
2023-05-16T21:25:13Z,27.6
2023-05-16T21:25:33Z,28.8
2023-05-16T21:25:54Z,26.6
2023-05-16T21:26:14Z,27.1
2023-05-16T21:26:36Z,27.1
2023-05-16T21:27:01Z,26.9
2023-05-16T21:27:24Z,26.8
2023-05-16T21:27:48Z,26.2
2023-05-16T21:28:13Z,26.5
2023-05-16T21:28:36Z,27.2
2023-05-16T21:28:57Z,27.5
2023-05-16T21:29:18Z,27.5
2023-05-16T21:29:39Z,26.9
2023-05-16T21:29:59Z,27.5
2023-05-16T21:30:20Z,26.2
2023-05-16T21:30:41Z,27.4
2023-05-16T21:31:05Z,27.2
2023-05-16T21:31:27Z,26.2
2023-05-16T21:31:49Z,27.5
2023-05-16T21:32:11Z,27.5
2023-05-16T21:32:32Z,26.9
2023-05-16T21:32:52Z,26.7
2023-05-16T21:33:13Z,26.7
2023-05-16T21:33:35Z,26.7
2023-05-16T21:33:58Z,25.5
2023-05-16T21:34:19Z,26.9
2023-05-16T21:34:40Z,26.1
2023-05-16T21:35:01Z,26.8
2023-05-16T21:35:22Z,26.5
2023-05-16T21:35:42Z,26.5
2023-05-16T21:36:03Z,26.5
2023-05-16T21:36:23Z,26.5
2023-05-16T21:36:44Z,26.6
2023-05-16T21:37:04Z,26.6
2023-05-16T21:37:25Z,26.6
2023-05-16T21:37:47Z,26.6
2023-05-16T21:38:09Z,24.7
2023-05-16T21:38:32Z,26.6
2023-05-16T21:38:53Z,26.8
2023-05-16T21:39:14Z,26.6
2023-05-16T21:39:34Z,26.8
2023-05-16T21:39:55Z,25.4
2023-05-16T21:40:16Z,25.4
2023-05-16T21:40:36Z,26.8
2023-05-16T21:40:56Z,25.5
2023-05-16T21:41:22Z,25.6
2023-05-16T21:41:43Z,26.6
2023-05-16T21:42:03Z,25.4
2023-05-16T21:42:24Z,26.6
2023-05-16T21:42:45Z,26.6
2023-05-16T21:43:06Z,26.7
2023-05-16T21:43:29Z,26.1
2023-05-16T21:43:51Z,26.1
2023-05-16T21:44:14Z,26.6
2023-05-16T21:44:36Z,26.1
2023-05-16T21:44:59Z,26.1
2023-05-16T21:45:21Z,26.7
2023-05-16T21:45:44Z,24.4
2023-05-16T21:46:06Z,26.1
2023-05-16T21:46:28Z,26.2
2023-05-16T21:46:51Z,24.4
2023-05-16T21:47:15Z,26.3
2023-05-16T21:47:37Z,26.7
2023-05-16T21:48:00Z,25.3
2023-05-16T21:48:22Z,26.7
2023-05-16T21:48:46Z,26.2
2023-05-16T21:49:09Z,27.0
2023-05-16T21:49:31Z,26.2
2023-05-16T21:49:54Z,26.7
2023-05-16T21:50:18Z,26.3
2023-05-16T21:50:40Z,24.6
2023-05-16T21:51:04Z,24.5
2023-05-16T21:51:26Z,26.0
2023-05-16T21:51:48Z,26.4
2023-05-16T21:52:08Z,24.6
2023-05-16T21:52:30Z,25.8
2023-05-16T21:52:51Z,24.5
2023-05-16T21:53:12Z,26.0
2023-05-16T21:53:35Z,24.5
2023-05-16T21:53:57Z,26.8
2023-05-16T21:54:21Z,26.2
2023-05-16T21:54:44Z,25.5
2023-05-16T21:55:06Z,25.5
2023-05-16T21:55:27Z,25.7
2023-05-16T21:55:48Z,25.8
2023-05-16T21:56:11Z,25.5
2023-05-16T21:56:34Z,25.7
2023-05-16T21:56:57Z,25.5
2023-05-16T21:57:19Z,27.2
2023-05-16T21:57:42Z,26.8
2023-05-16T21:58:06Z,25.7
2023-05-16T21:58:27Z,27.2
2023-05-16T21:58:48Z,27.2
2023-05-16T21:59:08Z,27.2
2023-05-16T21:59:32Z,26.7
2023-05-16T21:59:55Z,26.5
2023-05-16T22:00:15Z,25.7
2023-05-16T22:00:36Z,27.2
2023-05-16T22:00:58Z,27.2
2023-05-16T22:01:20Z,25.9
2023-05-16T22:01:42Z,26.7
2023-05-16T22:02:05Z,26.7
2023-05-16T22:02:30Z,25.7
